date,description,endtime,event_id,location,owner,speaker,starttime,summary,title,url,date_dt
"May. 1, 2020 12:00pm to 1:20pm","Laura Wherry, PhD is an assistant professor of medicine in the Division of General Internal Medicine & Health Services Research. Prior to joining the faculty at UCLA, she was a Robert Wood Johnson Foundation Health & Society Scholar at the University of Michigan, Ann Arbor. Dr. Wherry received her PhD in Public Policy from the University of Chicago with a concentration in Labor Economics. Prior to graduate school, she worked at the Urban Institute in Washington, DC and she received her BA in Economics and International Relations from the College of William and Mary. Her primary area of research focuses on the changing role of the Medicaid program and its impact on access to health care and health. Recent work examines the early effects of the Affordable Care Act Medicaid expansions, as well as the longer-term effects of several large expansions in Medicaid targeting low-income pregnant women and children in the 1980s and 1990s.
This event is free and open to the public, but please register.",1:20pm,,"Colonial Penn Center Auditorium, 3641 Locust Walk",Leonard & Davis Institute (LDI),"Laura Wherry, PhD Assistant Professor of Medicine, General Internal Medicine & Health Services Research, UCLA",12:00pm,,"LDI Research Seminar with Laura Wherry, PhD (Talk Title TBA)",https://ldi.upenn.edu/event/ldi-research-seminar-laura-wherry-phd,01-05-2020
"May. 1, 2020 12:00pm to 1:20pm",,1:20pm,,,Leonard & Davis Institute (LDI),,12:00pm,,,https://ldi.upenn.edu/event/ldi-research-seminar-laura-wherry-phd,01-05-2020
"Monday, September 16, 2019 - 12:00pm","A light lunch will be served.
 
Tom Coyner will cover the historical, linguistic and cultural backgrounds that have brought Japan and Korea together, yet separates them from adequately understanding each other to this day.  He will briefly review shared histories, language patterns and cultural traits to form a context as to why and how the two nations continue to talk each other at both nations' loss.  Mr. Coyner will do his best to conjure how the two nations may move past the current trade/defense impasse and what may be the role of the United States. 
 
Tom Coyner studied at Waseda University for two years in the early 1970s and first arrived in Korea in 1975 as a US Peace Corps Volunteer.  Since that time, he has been commercially involved in both countries, initially in international HR and later in high tech sales & marketing.  He has written two books on doing business in Korea.  He has frequently contributed to the Korea Times and the JoongAng Daily on topics ranging from business, to politics and diplomacy.  He looks forward to fielding students' opinions and questions.
 
Event cosponsored with the International Relations Program and the James Joo-Jin Kim Program in Korean Studies",,,,Korean Studies,"Tom Coyner  

    CEO  

    Softlanding Korea",12:00pm,,Japan and Korea at a Crossroads--How Did They Get There?,https://www.sas.upenn.edu/koreanstudies/events/japan-and-korea-crossroads-how-did-they-get-there,16-09-2019
"Thursday, September 19, 2019 - 5:00pm","Moderated by Dr. So-Rim Lee
 
Hye-won grows tired of life in the city and returns to her hometown in the countryside. After a year of living in the countryside with her old friends, Hye-won finally realizes what she has always been searching for. Based on an original story by Igarashi Daisuke, which has been nominated for the Tetsuka Osamu Culture Award, one of the top 3 comic awards in Japan.
 
Kimpab and Korean fried chicken will be served!",,,,Korean Studies,,5:00pm,,Little Forest,https://www.sas.upenn.edu/koreanstudies/events/little-forest,19-09-2019
"Thursday, September 26, 2019 - 12:00pm","Portraying plastic surgery as a tool for life transformation, the South Korean reality television show Let Me In attests to the media’s perpetuation of the neoliberal ethos that treats the human body as capital. My presentation explores how the show's representation of plastic surgery operates within the symbiotic institutions of patriarchy and capitalism. In so doing, I pay particular attention to how Its treatment of a transgender contestant, seen through the performative practice of plastic surgery, is symptomatic of South Korea’s societal conflation of the definitions of queerness as nonnormativity and as gender identity.",,,,Korean Studies,"So-Rim Lee  

    Moon Family Postdoctoral Fellow in Korean Studies    

    University of Pennsylvania",12:00pm,,When Neoliberalism and Patriarchy Conspire: Plastic Surgery in the South Korean Reality Television Show Let Me In,https://www.sas.upenn.edu/koreanstudies/events/when-neoliberalism-and-patriarchy-conspire-plastic-surgery-south-korean-reality-television,26-09-2019
"Tuesday, October 15, 2019 - 5:30pm","Join students and faculty from the World Affairs Council of Philadelphia’s flagship partner school, the William W. Bodine
High School for International Affairs, and visiting exchange students from Michuhol Foreign Languages School in Incheon,
South Korea, for this unique program that will explore the modern social, political, and economic climate in South Korea
with a special focus on the impact and involvement of the country’s youth. Learn about the rise of K-Pop as a global music
phenomenon, and the effect that it has not only on culture and politics in South Korea, but also in the United States where
it has gained widespread popularity.
Panelists will discuss common misconceptions about geopolitical relations on the Korean peninsula, comparisons between
the current political climates in the United States and South Korea, and more.
 
Panelists will consist of representatives from:
• U.S. State Department
• Embassy of the Republic of Korea
• Korea Economic Institute
 
For more information, click here: https://wacphila.org/events/korea-politics-culture-and-k-pop",,,,Korean Studies,,5:30pm,,"Korea: Politics, Culture, and K-Pop",https://www.sas.upenn.edu/koreanstudies/events/korea-politics-culture-and-k-pop,15-10-2019
"Thursday, October 17, 2019 - 12:00pm","While the US and China were starting the process of normalizing their relations in the early 1970s, the two Koreas engaged in their very first dialogue since the Korean War. Behind the façade of the peaceful talks, however, Seoul and Pyongyang were building up and modernizing their armed forces while militarizing their societies. Using declassified intelligence data and diplomatic documents from South Korea, the US, and former countries of the Eastern Bloc, I examine how and why inter-Korean military competition intensified during the détente period, culminating in the security crisis of 1976. Triggered by the Panmunjom axe murders, the stand-off was the Korean version of the Cuban missile crisis: the two Koreas narrowly but consciously avoided full-scale war; yet the arms race continued and persists to this day. This analysis serves as a case-study in the development of a cold war conflict and problematizes the notion of détente.",,,,Korean Studies,"Ria Chae  

    Moon Family Postdoctoral Fellow in Korean Studies    

    University of Pennsylvania",12:00pm,,Axes and Nukes: An Arms Race and Cuban Missile Crisis à la Korea,https://www.sas.upenn.edu/koreanstudies/events/korean-studies-colloquium-0,17-10-2019
"Thursday, October 31, 2019 - 12:00pm","Based on ethnographic fieldwork, Minjeong Kimexamines Filipinas who married rural South Korean bachelors in the first decade of the twenty-first century. Against a backdrop of the South Korean government’s multicultural policies and projects aimed at integrating marriage im­migrants, Kimprovides a nuanced understanding of both the conflicts and emotional attachments of their relationships with marital families and communities. Her close-up accounts of the day-to-day operations of the state’s multicul­tural policies and public programs show inti­mate relationships between Filipinas, South Korean husbands, in-laws, and multicultural agents, and how various emotions of love, care, anxiety, and gratitude affect immigrant women’s fragmented citizenship and elusive sense of belonging to their new country.",,,,Korean Studies,"Minjeong Kim  

    Associate Professor and Chair, Department of Sociology   

    San Diego State University",12:00pm,,Elusive Belonging: Marriage Immigrants and “Multiculturalism” in Rural South Korea,https://www.sas.upenn.edu/koreanstudies/events/elusive-belonging-marriage-immigrants-and-%E2%80%9Cmulticulturalism%E2%80%9D-rural-south-korea,31-10-2019
"Thursday, November 14, 2019 - 12:00pm",,,,,Korean Studies,"Pil Ho Kim  

    Assistant Professor of Korean  

    Department of East Asian Languages and Literatures The Ohio State University",12:00pm,,"Gangnam, the Dreamland of South Korea's Global/polarization in Literary and Audiovisual Narratives",https://www.sas.upenn.edu/koreanstudies/events/korean-studies-colloquium-1,14-11-2019
"Thursday, December 5, 2019 - 12:00pm","This talk will examine the work of a largely forgotten Korean Buddhist laywoman, Court Lady Ch’ŏn Ilch’ŏng (1848 – 1934?), who served as one of the highest-ranking ladies in the court of the late Chosŏn dynasty. Ch’ŏn, driven by the vicissitudes of the times, did not remain confined as a mere servant of the Yi Royal Household but was an influential figure in Chosŏn politics and diplomacy. She further played a crucial role in modernizing Korean Buddhism during the pre-colonial and colonial era—equal in significance to the Korean Buddhist monastics with whom she worked. Despite her remarkable contributions toward modernizing the tradition, she is absent in the scholarship of Korean Buddhism. In this talk, I will draw on the known bits and pieces of information on Ch’ŏn to make a case that she played a seminal role in the incipient stage of modern Korean Buddhism. Ch’ŏn drew on a wide network of relationships both inside and outside the court to help establish the first modern institution of Korean Buddhism, build the first modern temple in central Seoul, and open the first modern Buddhist clinic in Korea. This article seeks to restore Ch’ŏn’s centrality as a Buddhist modernizer, thereby ultimately bringing balance to a largely monastic-centered and nationalist history and lengthening the lineage of lay female leadership in the transformation of Korean Buddhism in the beginning of the twentieth century.",,,,Korean Studies,"Hwansoo Kim  

    Associate Professor, Department of Religious Studies  

    Yale University",12:00pm,,Restoring Buddhism to Seoul: Court Lady Ch’ŏn’s Influence in Modernizing Korean Buddhism,https://www.sas.upenn.edu/koreanstudies/events/restoring-buddhism-seoul-court-lady-ch%E2%80%99%C5%8Fn%E2%80%99s-influence-modernizing-korean-buddhism,05-12-2019
