date,description,endtime,event_id,location,owner,speaker,starttime,summary,title,url,date_dt
05/16/2019,"John Gans, director of communications and research at Perry World House, talks about his new book “White House Warriors,” exploring the history of the National Security Council and how it came to be such a strong influence on American foreign policy and aggression abroad.",7:30PM,158510,"Penn Book Center, 130 S. 34th St.",Penn Today Events,,6:00PM,,White House Warriors,https://penntoday.upenn.edu/events/white-house-warriors,16-05-2019
05/18/2019,,4:00AM,158299,False,Penn Today Events,,4:00AM,,Alumni Day Saturday,https://penntoday.upenn.edu/events/alumni-day-saturday,18-05-2019
05/18/2019,"Faculty, students, and alumni present a series of 60-second lectures in this grandslam of the School of Arts and Sciences' 60-Second Lecture series. Breakfast is served. Attendees can vote for a winner.",9:30AM,158386,"Houston Hall, 3417 Spruce St.",Penn Today Events,,9:30AM,,60-Second Slam,https://penntoday.upenn.edu/events/60-second-slam,18-05-2019
05/18/2019,"Penn Creative Writing Instructor Sam Apple hosts a forum to discuss how journalists are covering technology and also shaped by it in how they're reporting. Alumni journalists Mike Murphy, Arielle Pardes, and Albert Sun join the discussion.",4:00PM,158504,"Kelly Writers House, 3805 Locust Walk",Penn Today Events,,4:00PM,,Covering Tech,https://penntoday.upenn.edu/events/covering-tech,18-05-2019
05/19/2019,,4:00AM,158300,False,Penn Today Events,,4:00AM,,Baccalaureate Sunday,https://penntoday.upenn.edu/events/baccalaureate-sunday,19-05-2019
05/20/2019,,4:00AM,158305,False,Penn Today Events,,4:00AM,,Commencement Monday,https://penntoday.upenn.edu/events/commencement-monday,20-05-2019
05/20/2019,"The conferral of degrees takes place, with remarks from University officials and a speech by Bryan Stevenson, public interest lawyer and founder and executive director of The Equal Justice Initiative.",10:15AM,158207,"Franklin Field, 235 S. 33rd St.",Penn Today Events,,10:15AM,,Commencement 2019,https://penntoday.upenn.edu/events/commencement-2019,20-05-2019
05/24/2019,"Cinema Studies' Will Schmenner discusses the history of 1930s B-movies, also known as independent films of the 1930s that often tackle more controversial subjects of the time period. The talk is followed by a screening of 1933 film “Damaged Lives.”",6:00PM,158490,"International House Philadelphia, 3701 Chestnut St.",Penn Today Events,,6:00PM,,B-Movies,https://penntoday.upenn.edu/events/b-movies,24-05-2019
05/27/2019,,4:00AM,158308,False,Penn Today Events,,4:00AM,,Memorial Day Observed (no classes) Monday,https://penntoday.upenn.edu/events/memorial-day-observed-no-classes-monday,27-05-2019
05/28/2019,,4:00AM,158306,False,Penn Today Events,,4:00AM,,11-Week Session Classes Begin,https://penntoday.upenn.edu/events/11-week-session-classes-begin,28-05-2019
05/28/2019,,4:00AM,158307,False,Penn Today Events,,4:00AM,,Session I Classes Begin,https://penntoday.upenn.edu/events/session-i-classes-begin,28-05-2019
05/31/2019,"The Museum invites kids age 6 to 12 and their chaperones to this sleepover featuring games, a flashlight expedition, and a scavenger hunt. Guests are asked to bring their own sleeping bags.",9:00AM,158445,"Penn Museum, 3260 South St.",Penn Today Events,,5:30PM,,40 Winks,https://penntoday.upenn.edu/events/40-winks,31-05-2019
06/05/2019,"Simon Martin, lead curator of the Mexico and Central America Galleries, explains the history of the New World civilization's philosophy of the life and afterlife, according to the nuances of the ancient, multi-dimensional Mayan cosmos.",7:00PM,158205,"Penn Museum, 3260 South St.",Penn Today Events,,6:00PM,,Great Maya Cosmos,https://penntoday.upenn.edu/events/great-maya-cosmos,05-06-2019
07/03/2019,,4:00AM,158309,False,Penn Today Events,,4:00AM,,Session I Classes End Wednesday,https://penntoday.upenn.edu/events/session-i-classes-end-wednesday,03-07-2019
07/04/2019,,4:00AM,158311,False,Penn Today Events,,4:00AM,,Independence Day Observed (no classes),https://penntoday.upenn.edu/events/independence-day-observed-no-classes,04-07-2019
07/05/2019,,4:00AM,158310,False,Penn Today Events,,4:00AM,,Session II Classes Begin Friday,https://penntoday.upenn.edu/events/session-ii-classes-begin-friday,05-07-2019
08/09/2019,,4:00AM,158312,False,Penn Today Events,,4:00AM,,Session II & 11-Week Session Classes End Friday,https://penntoday.upenn.edu/events/session-ii-11-week-session-classes-end-friday,09-08-2019
08/21/2019,,4:00AM,158313,False,Penn Today Events,,4:00AM,,Move-in for First-Year & Transfer Students Wednesday,https://penntoday.upenn.edu/events/move-first-year-transfer-students-wednesday,21-08-2019
08/21/2019,,4:00AM,158315,False,Penn Today Events,,4:00AM,,New Student Orientation Wednesday-Monday,https://penntoday.upenn.edu/events/new-student-orientation-wednesday-monday,21-08-2019
08/26/2019,,4:00AM,158316,False,Penn Today Events,,4:00AM,,Opening Exercises and Freshman Convocation Monday,https://penntoday.upenn.edu/events/opening-exercises-and-freshman-convocation-monday,26-08-2019
08/27/2019,,4:00AM,158317,False,Penn Today Events,,4:00AM,,First Day of Classes Tuesday,https://penntoday.upenn.edu/events/first-day-classes-tuesday,27-08-2019
09/02/2019,,4:00AM,158318,False,Penn Today Events,,4:00AM,,Labor Day (no classes) Monday,https://penntoday.upenn.edu/events/labor-day-no-classes-monday,02-09-2019
09/16/2019,,4:00AM,158319,False,Penn Today Events,,4:00AM,,Course Selection Period Ends Monday,https://penntoday.upenn.edu/events/course-selection-period-ends-monday,16-09-2019
10/07/2019,,4:00AM,158321,False,Penn Today Events,,4:00AM,,Drop Period Ends Monday,https://penntoday.upenn.edu/events/drop-period-ends-monday,07-10-2019
10/10/2019,,4:00AM,158320,False,Penn Today Events,,4:00AM,,Fall Term Break Thursday-Sunday,https://penntoday.upenn.edu/events/fall-term-break-thursday-sunday,10-10-2019
10/14/2019,,4:00AM,158322,False,Penn Today Events,,4:00AM,,Classes Resume Monday,https://penntoday.upenn.edu/events/classes-resume-monday,14-10-2019
10/28/2019,,5:00AM,158324,False,Penn Today Events,,4:00AM,,Advance Registration for Spring Term Monday-Sunday,https://penntoday.upenn.edu/events/advance-registration-spring-term-monday-sunday,28-10-2019
11/01/2019,,4:00AM,158323,False,Penn Today Events,,4:00AM,,Family Weekend Friday-Sunday,https://penntoday.upenn.edu/events/family-weekend-friday-sunday,01-11-2019
11/08/2019,,5:00AM,158325,False,Penn Today Events,,5:00AM,,Last Day to Withdraw From a Course Friday,https://penntoday.upenn.edu/events/last-day-withdraw-course-friday-0,08-11-2019
11/09/2019,,5:00AM,158326,False,Penn Today Events,,5:00AM,,Homecoming Saturday,https://penntoday.upenn.edu/events/homecoming-saturday,09-11-2019
11/26/2019,,5:00AM,158331,False,Penn Today Events,,5:00AM,,Thurs-Fri Class Schedule on Tue-Wed,https://penntoday.upenn.edu/events/thurs-fri-class-schedule-tue-wed,26-11-2019
11/28/2019,,5:00AM,158332,False,Penn Today Events,,5:00AM,,Thanksgiving Break Thursday-Sunday,https://penntoday.upenn.edu/events/thanksgiving-break-thursday-sunday,28-11-2019
12/02/2019,,5:00AM,158333,False,Penn Today Events,,5:00AM,,Classes Resume Monday,https://penntoday.upenn.edu/events/classes-resume-monday-0,02-12-2019
12/09/2019,,5:00AM,158334,False,Penn Today Events,,5:00AM,,Last Day of Classes Monday,https://penntoday.upenn.edu/events/last-day-classes-monday,09-12-2019
12/10/2019,,5:00AM,158335,False,Penn Today Events,,5:00AM,,Reading Days Tuesday-Wednesday,https://penntoday.upenn.edu/events/reading-days-tuesday-wednesday,10-12-2019
12/12/2019,,5:00AM,158336,False,Penn Today Events,,5:00AM,,Final Examinations Thursday-Thursday,https://penntoday.upenn.edu/events/final-examinations-thursday-thursday,12-12-2019
12/19/2019,,5:00AM,158337,False,Penn Today Events,,5:00AM,,Fall Term Ends Thursday,https://penntoday.upenn.edu/events/fall-term-ends-thursday,19-12-2019
